survey_Id;Country;D9_3_1_O_college_area_other;D9_3_1_O_college_area_other_spelling;D9_3_1_O_college_area_other_translate_es;D9_3_2_O_master_area_other;D9_3_2_O_master_area_other_spelling;D9_3_2_O_master_area_other_translate_es;D9_3_3_O_doctorate_area_other;D9_3_3_O_doctorate_area_other_spelling;D9_3_3_O_doctorate_area_other_translate_es;D9_3_4_O_postdoc_area_other;D9_3_4_O_postdoc_area_other_spelling;D9_3_4_O_postdoc_area_other_translate_es
BOL01930;Bolivia;;;;;;;;;;;;
BOL01931;Bolivia;;;;;;;;;;;;
BOL01932;Bolivia;;;;;;;;;;;;
BOL01933;Bolivia;;;;;;;;;;;;
BOL01934;Bolivia;;;;;;;;;;;;
BOL01935;Bolivia;;;;;;;;;;;;
BOL01936;Bolivia;;;;;;;;;;;;
BOL01937;Bolivia;;;;;;;;;;;;
BOL01938;Bolivia;;;;;;;;;;;;
BOL01939;Bolivia;;;;;;;;;;;;
BOL01940;Bolivia;;;;;;;;;;;;
BOL01941;Bolivia;;;;;;;;;;;;
BOL01942;Bolivia;;;;;;;;;;;;
BOL01943;Bolivia;;;;;;;;;;;;
BOL01944;Bolivia;;;;;;;;;;;;
BOL01945;Bolivia;;;;;;;;;;;;
BOL01946;Bolivia;;;;;;;;;;;;
BOL01947;Bolivia;;;;;;;;;;;;
BOL01948;Bolivia;;;;;;;;;;;;
BOL01949;Bolivia;;;;;;;;;;;;
BOL01950;Bolivia;;;;;;;;;;;;
BOL01951;Bolivia;;;;;;;;;;;;
BOL01952;Bolivia;;;;;;;;;;;;
BOL01953;Bolivia;DERECHO;Derecho;Derecho;;;;;;;;;
BOL01954;Bolivia;;;;;;;;;;;;
BOL01955;Bolivia;;;;;;;;;;;;
BOL01956;Bolivia;;;;;;;;;;;;
BOL01957;Bolivia;;;;;;;;;;;;
BOL01958;Bolivia;;;;;;;;;;;;
BOL01959;Bolivia;;;;;;;;;;;;
BOL01960;Bolivia;;;;;;;;;;;;
BOL01961;Bolivia;;;;;;;;;;;;
BOL01962;Bolivia;;;;;;;;;;;;
BOL01963;Bolivia;;;;;;;;;;;;
BOL01964;Bolivia;Diseño gráfico;Diseño Gráfico;Diseño Gráfico;;;;;;;;;
BOL01965;Bolivia;;;;;;;;;;;;
BOL01966;Bolivia;;;;;;;;;;;;
BOL01967;Bolivia;;;;;;;;;;;;
BOL01968;Bolivia;;;;;;;;;;;;
BOL01969;Bolivia;;;;;;;;;;;;
BOL01970;Bolivia;;;;;;;;;;;;
BOL01971;Bolivia;;;;;;;;;;;;
BOL01972;Bolivia;;;;;;;;;;;;
BOL01973;Bolivia;;;;;;;;;;;;
BOL01974;Bolivia;;;;;;;;;;;;
BOL01975;Bolivia;;;;;;;;;;;;
BOL01976;Bolivia;;;;;;;;;;;;
BOL01977;Bolivia;;;;;;;;;;;;
BOL01978;Bolivia;;;;;;;;;;;;
BOL01979;Bolivia;;;;;;;;;;;;
BOL01980;Bolivia;;;;;;;;;;;;
BOL01981;Bolivia;;;;;;;;;;;;
BOL01982;Bolivia;;;;;;;;;;;;
BOL01983;Bolivia;;;;;;;;;;;;
BOL01984;Bolivia;;;;;;;;;;;;
BOL01985;Bolivia;;;;;;;;;;;;
BOL01986;Bolivia;;;;;;;;;;;;
BOL01987;Bolivia;;;;;;;;;;;;
BOL01988;Bolivia;;;;;;;;;;;;
BOL01989;Bolivia;;;;;;;;;;;;
BOL01990;Bolivia;;;;;;;;;;;;
BOL01991;Bolivia;;;;;;;;;;;;
BOL01992;Bolivia;;;;;;;;;;;;
BOL01993;Bolivia;;;;;;;;;;;;
BOL01994;Bolivia;;;;;;;;;;;;
BOL01995;Bolivia;;;;;;;;;;;;
BOL01996;Bolivia;;;;;;;;;;;;
BOL01997;Bolivia;;;;;;;;;;;;
BOL01998;Bolivia;;;;;;;;;;;;
BOL01999;Bolivia;;;;;;;;;;;;
BOL02000;Bolivia;;;;;;;;;;;;
BOL02001;Bolivia;;;;;;;;;;;;
BOL02002;Bolivia;;;;;;;;;;;;
BOL02003;Bolivia;;;;;;;;;;;;
BOL02004;Bolivia;;;;;;;;;;;;
BOL02005;Bolivia;;;;;;;;;;;;
BOL02006;Bolivia;;;;;;;;;;;;
BOL02007;Bolivia;;;;;;;;;;;;
BOL02008;Bolivia;;;;;;;;;;;;
BOL02009;Bolivia;;;;;;;;;;;;
BOL02010;Bolivia;;;;;;;;;;;;
BOL02011;Bolivia;;;;;;;;;;;;
BOL02012;Bolivia;;;;;;;;;;;;
BOL02013;Bolivia;;;;;;;;;;;;
BOL02014;Bolivia;;;;;;;;;;;;
BOL02015;Bolivia;;;;;;;;;;;;
BOL02016;Bolivia;;;;;;;;;;;;
BOL02017;Bolivia;;;;;;;;;;;;
BOL02018;Bolivia;;;;;;;;;;;;
BOL02019;Bolivia;;;;;;;;;;;;
BOL02020;Bolivia;;;;;;;;;;;;
BOL02021;Bolivia;;;;;;;;;;;;
BOL02022;Bolivia;;;;;;;;;;;;
BOL02023;Bolivia;;;;;;;;;;;;
BOL02024;Bolivia;;;;;;;;;;;;
BOL02025;Bolivia;;;;;;;;;;;;
BOL02026;Bolivia;;;;;;;;;;;;
BOL02027;Bolivia;;;;;;;;;;;;
BOL02028;Bolivia;;;;;;;;;;;;
BOL02029;Bolivia;;;;;;;;;;;;
BOL02030;Bolivia;;;;;;;;;;;;
BOL02031;Bolivia;;;;;;;;;;;;
BOL02032;Bolivia;;;;;;;;;;;;
BOL02033;Bolivia;;;;;;;;;;;;
BOL02034;Bolivia;;;;;;;;;;;;
BOL02035;Bolivia;;;;;;;;;;;;
BOL02036;Bolivia;;;;;;;;;;;;
BOL02037;Bolivia;;;;;;;;;;;;
BOL02038;Bolivia;;;;;;;;;;;;
BOL02039;Bolivia;;;;;;;;;;;;
BOL02040;Bolivia;;;;;;;;;;;;
BOL02041;Bolivia;;;;;;;;;;;;
BOL02042;Bolivia;;;;;;;;;;;;
BOL02043;Bolivia;;;;;;;;;;;;
BOL02044;Bolivia;;;;;;;;;;;;
BOL02045;Bolivia;;;;;;;;;;;;
BOL02046;Bolivia;;;;;;;;;;;;
BOL02047;Bolivia;;;;;;;;;;;;
BOL02048;Bolivia;;;;;;;;;;;;
BOL02049;Bolivia;;;;;;;;;;;;
BOL02050;Bolivia;;;;;;;;;;;;
BOL02051;Bolivia;;;;;;;;;;;;
BOL02052;Bolivia;;;;;;;;;;;;
BOL02053;Bolivia;;;;;;;;;;;;
BOL02054;Bolivia;;;;;;;;;;;;
BOL02055;Bolivia;;;;;;;;;;;;
BOL02056;Bolivia;;;;;;;;;;;;
BOL02057;Bolivia;;;;;;;;;;;;
BOL02058;Bolivia;;;;;;;;;;;;
BOL02059;Bolivia;;;;;;;;;;;;
BOL02060;Bolivia;;;;;;;;;;;;
BOL02061;Bolivia;;;;;;;;;;;;
BOL02062;Bolivia;;;;;;;;;;;;
BOL02063;Bolivia;Psicología;Psicología;Psicología;;;;;;;;;
BOL02064;Bolivia;;;;;;;;;;;;
BOL02065;Bolivia;;;;;;;;;;;;
BOL02066;Bolivia;;;;;;;;;;;;
BOL02067;Bolivia;;;;;;;;;;;;
BOL02068;Bolivia;;;;;;;;;;;;
BOL02069;Bolivia;;;;;;;;;;;;
BOL02070;Bolivia;;;;;;;;;;;;
BOL02071;Bolivia;;;;;;;;;;;;
BOL02072;Bolivia;;;;;;;;;;;;
BOL02073;Bolivia;;;;;;;;;;;;
BOL02074;Bolivia;;;;;;;;;;;;
BOL02075;Bolivia;;;;;;;;;;;;
BOL02076;Bolivia;;;;;;;;;;;;
BOL02077;Bolivia;;;;;;;;;;;;
BOL02078;Bolivia;;;;;;;;;;;;
BOL02079;Bolivia;;;;;;;;;;;;
BOL02080;Bolivia;;;;;;;;;;;;
BOL02081;Bolivia;;;;;;;;;;;;
BOL02082;Bolivia;;;;;;;;;;;;
BOL02083;Bolivia;;;;;;;;;;;;
BOL02084;Bolivia;;;;;;;;;;;;
BOL02085;Bolivia;;;;;;;;;;;;
BOL02086;Bolivia;;;;;;;;;;;;
BOL02087;Bolivia;;;;;;;;;;;;
BOL02088;Bolivia;;;;;;;;;;;;
BOL02089;Bolivia;;;;;;;;;;;;
BOL02090;Bolivia;;;;;;;;;;;;
BOL02091;Bolivia;;;;;;;;;;;;
BOL02092;Bolivia;;;;;;;;;;;;
BOL02093;Bolivia;;;;;;;;;;;;
BOL02094;Bolivia;;;;;;;;;;;;
BOL02095;Bolivia;;;;;;;;;;;;
BOL02096;Bolivia;;;;;;;;;;;;
BOL02097;Bolivia;;;;;;;;;;;;
BOL02098;Bolivia;;;;;;;;;;;;
BOL02099;Bolivia;;;;;;;;;;;;
BOL02100;Bolivia;;;;;;;;;;;;
BOL02101;Bolivia;;;;;;;;;;;;
BOL02102;Bolivia;;;;;;;;;;;;
BOL02103;Bolivia;;;;;;;;;;;;
BOL02104;Bolivia;;;;;;;;;;;;
BOL02105;Bolivia;;;;;;;;;;;;
BOL02106;Bolivia;;;;;;;;;;;;
BOL02107;Bolivia;;;;;;;;;;;;
BOL02108;Bolivia;;;;;;;;;;;;
BOL02109;Bolivia;;;;;;;;;;;;
BOL02110;Bolivia;;;;;;;;;;;;
BOL02111;Bolivia;;;;;;;;;;;;
BOL02112;Bolivia;;;;;;;;;;;;
BOL02113;Bolivia;;;;;;;;;;;;
BOL02114;Bolivia;;;;;;;;;;;;
BOL02115;Bolivia;;;;;;;;;;;;
BOL02116;Bolivia;;;;;;;;;;;;
BOL02117;Bolivia;;;;;;;;;;;;
BOL02118;Bolivia;;;;;;;;;;;;
BOL02119;Bolivia;;;;;;;;;;;;
BOL02120;Bolivia;;;;;;;;;;;;
BOL02121;Bolivia;;;;;;;;;;;;
BOL02122;Bolivia;;;;;;;;;;;;
BOL02123;Bolivia;;;;;;;;;;;;
BOL02124;Bolivia;;;;;;;;;;;;
BOL02125;Bolivia;;;;;;;;;;;;
BOL02126;Bolivia;;;;;;;;;;;;
BOL02127;Bolivia;;;;;;;;;;;;
BOL02128;Bolivia;;;;;;;;;;;;
BOL02129;Bolivia;;;;;;;;;;;;
BOL02130;Bolivia;;;;;;;;;;;;
BOL02131;Bolivia;ARQUITECTURA;Arquitectura;Arquitectura;;;;;;;;;
BOL02132;Bolivia;;;;;;;;;;;;
BOL02133;Bolivia;;;;;;;;;;;;
BOL02134;Bolivia;;;;;;;;;;;;
BOL02135;Bolivia;;;;;;;;;;;;
BOL02136;Bolivia;;;;;;;;;;;;
BOL02137;Bolivia;;;;;;;;;;;;
BOL02138;Bolivia;;;;;;;;;;;;
BOL02139;Bolivia;;;;;;;;;;;;
BOL02140;Bolivia;;;;;;;;;;;;
BOL02141;Bolivia;;;;;;;;;;;;
BOL02142;Bolivia;;;;;;;;;;;;
BOL02143;Bolivia;;;;;;;;;;;;
BOL02144;Bolivia;;;;;;;;;;;;
BOL02145;Bolivia;ARQUITECTURA;Arquitectura;Arquitectura;;;;;;;;;
BOL02146;Bolivia;;;;;;;;;;;;
BOL02147;Bolivia;;;;;;;;;;;;
BOL02148;Bolivia;;;;;;;;;;;;
BOL02149;Bolivia;;;;;;;;;;;;
BOL02150;Bolivia;;;;;;;;;;;;
BOL02151;Bolivia;;;;;;;;;;;;
BOL02152;Bolivia;;;;;;;;;;;;
BOL02153;Bolivia;;;;;;;;;;;;
BOL02154;Bolivia;;;;;;;;;;;;
BOL02155;Bolivia;;;;;;;;;;;;
BOL02156;Bolivia;;;;;;;;;;;;
BOL02157;Bolivia;;;;;;;;;;;;
BOL02158;Bolivia;;;;;;;;;;;;
BOL02159;Bolivia;;;;;;;;;;;;
BOL02160;Bolivia;;;;;;;;;;;;
BOL02161;Bolivia;;;;;;;;;;;;
BOL02162;Bolivia;Auditoría;Auditoría;Auditoría;;;;;;;;;
BOL02163;Bolivia;;;;;;;;;;;;
BOL02164;Bolivia;;;;;;;;;;;;
BOL02165;Bolivia;;;;;;;;;;;;
BOL02166;Bolivia;;;;;;;;;;;;
BOL02167;Bolivia;;;;;;;;;;;;
BOL02168;Bolivia;;;;;;;;;;;;
BOL02169;Bolivia;ADMINISTRACIÓN  DE EMPRESAS;Administración de Empresas;Administración de Empresas;;;;;;;;;
BOL02170;Bolivia;;;;;;;;;;;;
BOL02171;Bolivia;;;;;;;;;;;;
BOL02172;Bolivia;;;;;;;;;;;;
BOL02173;Bolivia;;;;;;;;;;;;
BOL02174;Bolivia;;;;;;;;;;;;
BOL02175;Bolivia;;;;;;;;;;;;
BOL02176;Bolivia;;;;;;;;;;;;
BOL02177;Bolivia;;;;;;;;;;;;
BOL02178;Bolivia;;;;;;;;;;;;
BOL02179;Bolivia;;;;;;;;;;;;
BOL02180;Bolivia;;;;;;;;;;;;
BOL02181;Bolivia;;;;;;;;;;;;
BOL02182;Bolivia;;;;;;;;;;;;
BOL02183;Bolivia;;;;;;;;;;;;
BOL02184;Bolivia;;;;;;;;;;;;
BOL02185;Bolivia;;;;;;;;;;;;
BOL02186;Bolivia;;;;;;;;;;;;
BOL02187;Bolivia;;;;;;;;;;;;
BOL02188;Bolivia;;;;;;;;;;;;
BOL02189;Bolivia;;;;;;;;;;;;
BOL02190;Bolivia;;;;;;;;;;;;
BOL02191;Bolivia;;;;;;;;;;;;
BOL02192;Bolivia;;;;;;;;;;;;
BOL02193;Bolivia;;;;;;;;;;;;
BOL02194;Bolivia;;;;;;;;;;;;
BOL02195;Bolivia;;;;;;;;;;;;
BOL02196;Bolivia;;;;;;;;;;;;
BOL02197;Bolivia;;;;;;;;;;;;
BOL02198;Bolivia;;;;;;;;;;;;
BOL02199;Bolivia;;;;;;;;;;;;
BOL02200;Bolivia;;;;;;;;;;;;
BOL02201;Bolivia;;;;;;;;;;;;
BOL02202;Bolivia;;;;;;;;;;;;
BOL02203;Bolivia;;;;;;;;;;;;
BOL02204;Bolivia;;;;;;;;;;;;
BOL02205;Bolivia;;;;;;;;;;;;
BOL02206;Bolivia;;;;;;;;;;;;
BOL02207;Bolivia;;;;;;;;;;;;
BOL02208;Bolivia;;;;;;;;;;;;
BOL02209;Bolivia;;;;;;;;;;;;
BOL02210;Bolivia;;;;;;;;;;;;
BOL02211;Bolivia;;;;;;;;;;;;
BOL02212;Bolivia;;;;;;;;;;;;
BOL02213;Bolivia;;;;;;;;;;;;
BOL02214;Bolivia;;;;;;;;;;;;
BOL02215;Bolivia;;;;;;;;;;;;
BOL02216;Bolivia;;;;;;;;;;;;
BOL02217;Bolivia;;;;;;;;;;;;
BOL02218;Bolivia;;;;;;;;;;;;
BOL02219;Bolivia;;;;;;;;;;;;
BOL02220;Bolivia;;;;;;;;;;;;
BOL02221;Bolivia;;;;;;;;;;;;
BOL02222;Bolivia;;;;;;;;;;;;
BOL02223;Bolivia;;;;;;;;;;;;
BOL02224;Bolivia;;;;;;;;;;;;
BOL02225;Bolivia;CONTADURÍA PÚBLICA;Contaduría Pública;Contaduría Pública;;;;;;;;;
BOL02226;Bolivia;;;;;;;;;;;;
BOL02227;Bolivia;;;;;;;;;;;;
BOL02228;Bolivia;;;;;;;;;;;;
BOL02229;Bolivia;;;;;;;;;;;;
BOL02230;Bolivia;;;;;;;;;;;;
BOL02231;Bolivia;;;;;;;;;;;;
BOL02232;Bolivia;;;;;;;;;;;;
BOL02233;Bolivia;RELACIONES PUBLICAS;Relaciones Publicas;Relaciones Publicas;;;;;;;;;
BOL02234;Bolivia;;;;;;;;;;;;
BOL02235;Bolivia;ABOGADA;Abogada;Abogada;;;;;;;;;
BOL02236;Bolivia;;;;;;;;;;;;
BOL02237;Bolivia;;;;;;;;;;;;
BOL02238;Bolivia;CONTADURIA;Contaduria;Contaduria;;;;;;;;;
BOL02239;Bolivia;CIENCIAS JURÍDICAS;Ciencias Jurídicas;Ciencias Jurídicas;;;;;;;;;
BOL02240;Bolivia;;;;;;;;;;;;
BOL02241;Bolivia;;;;;;;;;;;;
BOL02242;Bolivia;;;;;;;;;;;;
BOL02243;Bolivia;;;;;;;;;;;;
BOL02244;Bolivia;;;;;;;;;;;;
BOL02245;Bolivia;;;;;;;;;;;;
BOL02246;Bolivia;;;;;;;;;;;;
BOL02247;Bolivia;AGRONOMIA;Agronomía;Agronomía;;;;;;;;;
BOL02248;Bolivia;;;;;;;;;;;;
BOL02249;Bolivia;;;;;;;;;;;;
BOL02250;Bolivia;;;;;;;;;;;;
BOL02251;Bolivia;;;;;;;;;;;;
BOL02252;Bolivia;;;;;;;;;;;;
BOL02253;Bolivia;;;;;;;;;;;;
BOL02254;Bolivia;;;;;;;;;;;;
BOL02255;Bolivia;;;;;;;;;;;;
BOL02256;Bolivia;;;;;;;;;;;;
BOL02257;Bolivia;;;;;;;;;;;;
BOL02258;Bolivia;;;;;;;;;;;;
BOL02259;Bolivia;;;;;;;;;;;;
BOL02260;Bolivia;;;;;;;;;;;;
BOL02261;Bolivia;;;;;;;;;;;;
BOL02262;Bolivia;;;;;;;;;;;;
BOL02263;Bolivia;;;;;;;;;;;;
BOL02264;Bolivia;;;;;;;;;;;;
BOL02265;Bolivia;;;;;;;;;;;;
BOL02266;Bolivia;;;;;;;;;;;;
BOL02267;Bolivia;;;;;;;;;;;;
BOL02268;Bolivia;;;;;;;;;;;;
BOL02269;Bolivia;;;;;;;;;;;;
BOL02270;Bolivia;;;;;;;;;;;;
BOL02271;Bolivia;;;;;;;;;;;;
BOL02272;Bolivia;;;;;;;;;;;;
BOL02273;Bolivia;;;;;;;;;;;;
BOL02274;Bolivia;;;;;;;;;;;;
BOL02275;Bolivia;;;;;;;;;;;;
BOL02276;Bolivia;;;;;;;;;;;;
BOL02277;Bolivia;;;;;;;;;;;;
BOL02278;Bolivia;;;;;;;;;;;;
BOL02279;Bolivia;;;;;;;;;;;;
BOL02280;Bolivia;;;;;;;;;;;;
BOL02281;Bolivia;;;;;;;;;;;;
BOL02282;Bolivia;;;;;;;;;;;;
BOL02283;Bolivia;;;;;;;;;;;;
BOL02284;Bolivia;;;;;;;;;;;;
BOL02285;Bolivia;;;;;;;;;;;;
BOL02286;Bolivia;;;;;;;;;;;;
BOL02287;Bolivia;;;;;;;;;;;;
BOL02288;Bolivia;;;;;;;;;;;;
BOL02289;Bolivia;;;;;;;;;;;;
BOL02290;Bolivia;;;;;;;;;;;;
BOL02291;Bolivia;;;;;;;;;;;;
BOL02292;Bolivia;;;;;;;;;;;;
BOL02293;Bolivia;;;;;;;;;;;;
BOL02294;Bolivia;;;;;;;;;;;;
BOL02295;Bolivia;;;;;;;;;;;;
BOL02296;Bolivia;;;;;;;;;;;;
BOL02297;Bolivia;;;;;;;;;;;;
BOL02298;Bolivia;;;;;;;;;;;;
BOL02299;Bolivia;;;;;;;;;;;;
BOL02300;Bolivia;;;;;;;;;;;;
BOL02301;Bolivia;;;;;;;;;;;;
BOL02302;Bolivia;;;;;;;;;;;;
BOL02303;Bolivia;;;;;;;;;;;;
BOL02304;Bolivia;;;;;;;;;;;;
BOL02305;Bolivia;;;;;;;;;;;;
BOL02306;Bolivia;;;;;;;;;;;;
BOL02307;Bolivia;;;;;;;;;;;;
BOL02308;Bolivia;;;;;;;;;;;;
BOL02309;Bolivia;;;;;;;;;;;;
BOL02310;Bolivia;;;;;;;;;;;;
BOL02311;Bolivia;;;;;;;;;;;;
BOL02312;Bolivia;;;;;;;;;;;;
BOL02313;Bolivia;;;;;;;;;;;;
BOL02314;Bolivia;;;;;;;;;;;;
BOL02315;Bolivia;;;;;;;;;;;;
BOL02316;Bolivia;;;;;;;;;;;;
BOL02317;Bolivia;;;;;;;;;;;;
BOL02318;Bolivia;;;;;;;;;;;;
BOL02319;Bolivia;;;;;;;;;;;;
BOL02320;Bolivia;;;;;;;;;;;;
BOL02321;Bolivia;;;;;;;;;;;;
BOL02322;Bolivia;;;;;;;;;;;;
BOL02323;Bolivia;;;;;;;;;;;;
BOL02324;Bolivia;;;;;;;;;;;;
BOL02325;Bolivia;;;;;;;;;;;;
BOL02326;Bolivia;;;;;;;;;;;;
BOL02327;Bolivia;;;;;;;;;;;;
BOL02328;Bolivia;;;;;;;;;;;;
BOL02329;Bolivia;;;;;;;;;;;;
BOL02330;Bolivia;;;;;;;;;;;;
BOL02331;Bolivia;;;;;;;;;;;;
BOL02332;Bolivia;;;;;;;;;;;;
BOL02333;Bolivia;;;;;;;;;;;;
BOL02334;Bolivia;;;;;;;;;;;;
BOL02335;Bolivia;;;;;;;;;;;;
BOL02336;Bolivia;;;;;;;;;;;;
BOL02337;Bolivia;;;;;;;;;;;;
BOL02338;Bolivia;;;;;;;;;;;;
BOL02339;Bolivia;;;;;;;;;;;;
BOL02340;Bolivia;;;;;;;;;;;;
BOL02341;Bolivia;;;;;;;;;;;;
BOL02342;Bolivia;CIENCIAS POLÍTICAS;Ciencias Políticas;Ciencias Políticas;;;;;;;;;
BOL02343;Bolivia;;;;;;;;;;;;
BOL02344;Bolivia;;;;;;;;;;;;
BOL02345;Bolivia;;;;;;;;;;;;
BOL02346;Bolivia;;;;;;;;;;;;
BOL02347;Bolivia;;;;;;;;;;;;
BOL02348;Bolivia;;;;;;;;;;;;
BOL02349;Bolivia;;;;;;;;;;;;
BOL02350;Bolivia;;;;;;;;;;;;
BOL02351;Bolivia;;;;;;;;;;;;
BOL02352;Bolivia;;;;;;;;;;;;
BOL02353;Bolivia;;;;;;;;;;;;
BOL02354;Bolivia;;;;;;;;;;;;
BOL02355;Bolivia;;;;;;;;;;;;
BOL02356;Bolivia;;;;;;;;;;;;
BOL02357;Bolivia;;;;;;;;;;;;
BOL02358;Bolivia;;;;;;;;;;;;
BOL02359;Bolivia;;;;;;;;;;;;
BOL02360;Bolivia;;;;;;;;;;;;
BOL02361;Bolivia;;;;;;;;;;;;
BOL02362;Bolivia;;;;;;;;;;;;
BOL02363;Bolivia;;;;;;;;;;;;
BOL02364;Bolivia;;;;;;;;;;;;
BOL02365;Bolivia;;;;;;;;;;;;
BOL02366;Bolivia;;;;;;;;;;;;
BOL02367;Bolivia;;;;;;;;;;;;
BOL02368;Bolivia;;;;;;;;;;;;
BOL02369;Bolivia;;;;;;;;;;;;
BOL02370;Bolivia;;;;;;;;;;;;
BOL02371;Bolivia;;;;;;;;;;;;
BOL02372;Bolivia;;;;;;;;;;;;
BOL02373;Bolivia;;;;;;;;;;;;
BOL02374;Bolivia;;;;;;;;;;;;
BOL02375;Bolivia;;;;;;;;;;;;
BOL02376;Bolivia;;;;;;;;;;;;
BOL02377;Bolivia;;;;;;;;;;;;
BOL02378;Bolivia;;;;;;;;;;;;
BOL02379;Bolivia;;;;;;;;;;;;
BOL02380;Bolivia;;;;;;;;;;;;
BOL02381;Bolivia;;;;;;;;;;;;
BOL02382;Bolivia;;;;;;;;;;;;
BOL02383;Bolivia;;;;;;;;;;;;
BOL02384;Bolivia;;;;;;;;;;;;
BOL02385;Bolivia;;;;;;;;;;;;
BOL02386;Bolivia;;;;;;;;;;;;
BOL02387;Bolivia;;;;;;;;;;;;
BOL02388;Bolivia;;;;;;;;;;;;
BOL02389;Bolivia;;;;;;;;;;;;
BOL02390;Bolivia;;;;;;;;;;;;
BOL02391;Bolivia;INFORMACION Y CONTROL DE GESTIÓN;Informacion y Control de Gestión;Informacion y Control de Gestión;;;;;;;;;
BOL02392;Bolivia;CONTADURÍA PÚBLICA;Contaduría Pública;Contaduría Pública;;;;;;;;;
BOL02393;Bolivia;;;;;;;;;;;;
BOL02394;Bolivia;;;;;;;;;;;;
BOL02395;Bolivia;;;;;;;;;;;;
BOL02396;Bolivia;;;;;;;;;;;;
BOL02397;Bolivia;;;;;;;;;;;;
BOL02398;Bolivia;;;;;;;;;;;;
BOL02399;Bolivia;;;;;;;;;;;;
BOL02400;Bolivia;;;;;;;;;;;;
BOL02401;Bolivia;PSICÓLOGIA;Psicología;Psicología;;;;;;;;;
BOL02402;Bolivia;;;;;;;;;;;;
BOL02403;Bolivia;;;;;;;;;;;;
BOL02404;Bolivia;BIOQUÍMICA;Bioquímica;Bioquímica;;;;;;;;;
BOL02405;Bolivia;;;;;;;;;;;;
BOL02406;Bolivia;ADMINISTRACIÓN DE EMPRESA;Administración de Empresa;Administración de Empresa;;;;;;;;;
BOL02407;Bolivia;;;;;;;;;;;;
BOL02408;Bolivia;;;;;;;;;;;;
BOL02409;Bolivia;;;;;;;;;;;;
BOL02410;Bolivia;;;;;;;;;;;;
BOL02411;Bolivia;;;;;;;;;;;;
BOL02412;Bolivia;;;;;;;;;;;;
BOL02413;Bolivia;;;;;;;;;;;;
BOL02414;Bolivia;;;;;;;;;;;;
BOL02415;Bolivia;;;;;;;;;;;;
BOL02416;Bolivia;;;;;;;;;;;;
BOL02417;Bolivia;;;;;;;;;;;;
BOL02418;Bolivia;;;;;;;;;;;;
BOL02419;Bolivia;;;;;;;;;;;;
BOL02420;Bolivia;;;;;;;;;;;;
BOL02421;Bolivia;;;;;;;;;;;;
BOL02422;Bolivia;;;;;;;;;;;;
BOL02423;Bolivia;;;;;;;;;;;;
BOL02424;Bolivia;;;;;;;;;;;;
BOL02425;Bolivia;;;;;;;;;;;;
BOL02426;Bolivia;;;;;;;;;;;;
BOL02427;Bolivia;;;;;;;;;;;;
BOL02428;Bolivia;;;;;;;;;;;;
BOL02429;Bolivia;;;;;;;;;;;;
BOL02430;Bolivia;;;;;;;;;;;;
BOL02431;Bolivia;;;;;;;;;;;;
BOL02432;Bolivia;;;;;;;;;;;;
BOL02433;Bolivia;BIOQUIMICA Y FARMACIA;Bioquimica y Farmacia;Bioquimica y Farmacia;;;;;;;;;
BOL02434;Bolivia;;;;;;;;;;;;
BOL02435;Bolivia;;;;;;;;;;;;
BOL02436;Bolivia;ADMINISTRACIÓN DE EMPRESAS;Administración de Empresas;Administración de Empresas;;;;;;;;;
BOL02437;Bolivia;;;;;;;;;;;;
BOL02438;Bolivia;BIOQUÍMICO Y FARMACIA;Bioquímico y Farmacia;Bioquímico y Farmacia;;;;;;;;;
BOL02439;Bolivia;;;;;;;;;;;;
BOL02440;Bolivia;;;;;;;;;;;;
BOL02441;Bolivia;;;;;;;;;;;;
BOL02442;Bolivia;;;;;;;;;;;;
BOL02443;Bolivia;;;;;;;;;;;;
BOL02444;Bolivia;ARQUITECTURA;Arquitectura;Arquitectura;;;;;;;;;
BOL02445;Bolivia;;;;;;;;;;;;
BOL02446;Bolivia;;;;;;;;;;;;
BOL02447;Bolivia;;;;;;;;;;;;
BOL02448;Bolivia;;;;;;;;;;;;
BOL02449;Bolivia;;;;;;;;;;;;
BOL02450;Bolivia;;;;;;;;;;;;
BOL02451;Bolivia;;;;;;;;;;;;
BOL02452;Bolivia;;;;;;;;;;;;
BOL02453;Bolivia;;;;;;;;;;;;
BOL02454;Bolivia;;;;;;;;;;;;
BOL02455;Bolivia;TRABAJO SOCIAL;Trabajo Social;Trabajo Social;;;;;;;;;
BOL02456;Bolivia;;;;;;;;;;;;
BOL02457;Bolivia;;;;;;;;;;;;
BOL02458;Bolivia;;;;;;;;;;;;
BOL02459;Bolivia;;;;;;;;;;;;
BOL02460;Bolivia;;;;;;;;;;;;
BOL02461;Bolivia;;;;;;;;;;;;
BOL02462;Bolivia;;;;;;;;;;;;
BOL02463;Bolivia;;;;;;;;;;;;
BOL02464;Bolivia;;;;;;;;;;;;
BOL02465;Bolivia;;;;;;;;;;;;
BOL02466;Bolivia;;;;;;;;;;;;
BOL02467;Bolivia;;;;;;;;;;;;
BOL02468;Bolivia;;;;;;;;;;;;
BOL02469;Bolivia;;;;;;;;;;;;
BOL02470;Bolivia;;;;;;;;;;;;
BOL02471;Bolivia;;;;;;;;;;;;
BOL02472;Bolivia;;;;;;;;;;;;
BOL02473;Bolivia;;;;;;;;;;;;
BOL02474;Bolivia;;;;;;;;;;;;
BOL02475;Bolivia;;;;;;;;;;;;
