survey_Id;Country;D11_O_professional_area_other;D11_O_professional_area_other_spelling;D11_O_professional_area_other_translate_es
BOL02667;Bolivia;;;
BOL02668;Bolivia;;;
BOL02669;Bolivia;;;
BOL02670;Bolivia;;;
BOL02671;Bolivia;;;
BOL02672;Bolivia;;;
BOL02673;Bolivia;;;
BOL02674;Bolivia;;;
BOL02675;Bolivia;;;
BOL02676;Bolivia;;;
BOL02677;Bolivia;;;
BOL02678;Bolivia;;;
BOL02679;Bolivia;;;
BOL02680;Bolivia;;;
BOL02681;Bolivia;;;
BOL02682;Bolivia;;;
BOL02683;Bolivia;;;
BOL02684;Bolivia;;;
BOL02685;Bolivia;;;
BOL02686;Bolivia;;;
BOL02687;Bolivia;;;
BOL02688;Bolivia;;;
BOL02689;Bolivia;;;
BOL02690;Bolivia;;;
BOL02691;Bolivia;;;
BOL02692;Bolivia;;;
BOL02693;Bolivia;;;
BOL02694;Bolivia;;;
BOL02695;Bolivia;;;
BOL02696;Bolivia;;;
BOL02697;Bolivia;;;
BOL02698;Bolivia;;;
BOL02699;Bolivia;;;
BOL02700;Bolivia;;;
BOL02701;Bolivia;;;
BOL02702;Bolivia;;;
BOL02703;Bolivia;;;
BOL02704;Bolivia;;;
BOL02705;Bolivia;;;
BOL02706;Bolivia;;;
BOL02707;Bolivia;;;
BOL02708;Bolivia;;;
BOL02709;Bolivia;;;
BOL02710;Bolivia;;;
BOL02711;Bolivia;;;
BOL02712;Bolivia;;;
BOL02713;Bolivia;;;
BOL02714;Bolivia;;;
BOL02715;Bolivia;;;
BOL02716;Bolivia;;;
BOL02717;Bolivia;;;
BOL02718;Bolivia;;;
BOL02719;Bolivia;;;
BOL02720;Bolivia;;;
BOL02721;Bolivia;;;
BOL02722;Bolivia;;;
BOL02723;Bolivia;;;
BOL02724;Bolivia;;;
BOL02725;Bolivia;;;
BOL02726;Bolivia;;;
BOL02727;Bolivia;;;
BOL02728;Bolivia;;;
BOL02729;Bolivia;;;
BOL02730;Bolivia;;;
BOL02731;Bolivia;;;
BOL02732;Bolivia;;;
BOL02733;Bolivia;;;
BOL02734;Bolivia;;;
BOL02735;Bolivia;;;
BOL02736;Bolivia;;;
BOL02737;Bolivia;;;
BOL02738;Bolivia;;;
BOL02739;Bolivia;;;
BOL02740;Bolivia;;;
BOL02741;Bolivia;;;
BOL02742;Bolivia;;;
BOL02743;Bolivia;;;
BOL02744;Bolivia;;;
BOL02745;Bolivia;;;
BOL02746;Bolivia;;;
BOL02747;Bolivia;;;
BOL02748;Bolivia;;;
BOL02749;Bolivia;;;
BOL02750;Bolivia;;;
BOL02751;Bolivia;;;
BOL02752;Bolivia;;;
BOL02753;Bolivia;;;
BOL02754;Bolivia;;;
BOL02755;Bolivia;;;
BOL02756;Bolivia;;;
BOL02757;Bolivia;;;
BOL02758;Bolivia;;;
BOL02759;Bolivia;;;
BOL02760;Bolivia;;;
BOL02761;Bolivia;;;
BOL02762;Bolivia;;;
BOL02763;Bolivia;;;
BOL02764;Bolivia;;;
BOL02765;Bolivia;;;
BOL02766;Bolivia;;;
BOL02767;Bolivia;;;
BOL02768;Bolivia;;;
BOL02769;Bolivia;;;
BOL02770;Bolivia;;;
BOL02771;Bolivia;;;
BOL02772;Bolivia;;;
BOL02773;Bolivia;;;
BOL02774;Bolivia;;;
BOL02775;Bolivia;;;
BOL02776;Bolivia;;;
BOL02777;Bolivia;;;
BOL02778;Bolivia;;;
BOL02779;Bolivia;;;
BOL02780;Bolivia;;;
BOL02781;Bolivia;;;
BOL02782;Bolivia;;;
BOL02783;Bolivia;;;
BOL02784;Bolivia;;;
BOL02785;Bolivia;;;
BOL02786;Bolivia;;;
BOL02787;Bolivia;;;
BOL02788;Bolivia;;;
BOL02789;Bolivia;;;
BOL02790;Bolivia;;;
BOL02791;Bolivia;;;
BOL02792;Bolivia;;;
BOL02793;Bolivia;;;
BOL02794;Bolivia;;;
BOL02795;Bolivia;;;
BOL02796;Bolivia;;;
BOL02797;Bolivia;;;
BOL02798;Bolivia;;;
BOL02799;Bolivia;;;
BOL02800;Bolivia;;;
BOL02801;Bolivia;;;
BOL02802;Bolivia;;;
BOL02803;Bolivia;;;
BOL02804;Bolivia;;;
BOL02805;Bolivia;;;
BOL02806;Bolivia;;;
BOL02807;Bolivia;;;
BOL02808;Bolivia;;;
BOL02809;Bolivia;;;
BOL02810;Bolivia;;;
BOL02811;Bolivia;;;
BOL02812;Bolivia;;;
BOL02813;Bolivia;;;
BOL02814;Bolivia;;;
BOL02815;Bolivia;;;
BOL02816;Bolivia;;;
BOL02817;Bolivia;;;
BOL02818;Bolivia;;;
BOL02819;Bolivia;;;
BOL02820;Bolivia;;;
BOL02821;Bolivia;;;
BOL02822;Bolivia;;;
BOL02823;Bolivia;;;
BOL02824;Bolivia;;;
BOL02825;Bolivia;;;
BOL02826;Bolivia;;;
BOL02827;Bolivia;;;
BOL02828;Bolivia;;;
BOL02829;Bolivia;;;
BOL02830;Bolivia;;;
BOL02831;Bolivia;;;
BOL02832;Bolivia;;;
BOL02833;Bolivia;;;
BOL02834;Bolivia;;;
BOL02835;Bolivia;;;
BOL02836;Bolivia;;;
BOL02837;Bolivia;;;
BOL02838;Bolivia;;;
BOL02839;Bolivia;;;
BOL02840;Bolivia;;;
BOL02841;Bolivia;;;
BOL02842;Bolivia;;;
BOL02843;Bolivia;;;
BOL02844;Bolivia;;;
BOL02845;Bolivia;;;
BOL02846;Bolivia;;;
BOL02847;Bolivia;;;
BOL02848;Bolivia;;;
BOL02849;Bolivia;;;
BOL02850;Bolivia;;;
BOL02851;Bolivia;;;
BOL02852;Bolivia;;;
BOL02853;Bolivia;;;
BOL02854;Bolivia;;;
BOL02855;Bolivia;;;
BOL02856;Bolivia;;;
BOL02857;Bolivia;;;
BOL02858;Bolivia;;;
BOL02859;Bolivia;;;
BOL02860;Bolivia;;;
BOL02861;Bolivia;;;
BOL02862;Bolivia;;;
BOL02863;Bolivia;;;
BOL02864;Bolivia;;;
BOL02865;Bolivia;;;
BOL02866;Bolivia;;;
BOL02867;Bolivia;;;
BOL02868;Bolivia;;;
BOL02869;Bolivia;;;
BOL02870;Bolivia;;;
BOL02871;Bolivia;;;
BOL02872;Bolivia;;;
BOL02873;Bolivia;;;
BOL02874;Bolivia;;;
BOL02875;Bolivia;;;
BOL02876;Bolivia;;;
BOL02877;Bolivia;;;
BOL02878;Bolivia;;;
BOL02879;Bolivia;;;
BOL02880;Bolivia;;;
BOL02881;Bolivia;;;
BOL02882;Bolivia;;;
BOL02883;Bolivia;;;
BOL02884;Bolivia;;;
BOL02885;Bolivia;;;
BOL02886;Bolivia;;;
BOL02887;Bolivia;;;
BOL02888;Bolivia;;;
BOL02889;Bolivia;;;
BOL02890;Bolivia;;;
BOL02891;Bolivia;;;
BOL02892;Bolivia;;;
BOL02893;Bolivia;;;
BOL02894;Bolivia;;;
BOL02895;Bolivia;;;
BOL02896;Bolivia;;;
BOL02897;Bolivia;;;
BOL02898;Bolivia;;;
BOL02899;Bolivia;;;
BOL02900;Bolivia;;;
BOL02901;Bolivia;;;
BOL02902;Bolivia;;;
BOL02903;Bolivia;;;
BOL02904;Bolivia;;;
BOL02905;Bolivia;;;
BOL02906;Bolivia;;;
BOL02907;Bolivia;;;
BOL02908;Bolivia;;;
BOL02909;Bolivia;;;
BOL02910;Bolivia;;;
BOL02911;Bolivia;;;
BOL02912;Bolivia;;;
BOL02913;Bolivia;;;
BOL02914;Bolivia;;;
BOL02915;Bolivia;;;
BOL02916;Bolivia;;;
BOL02917;Bolivia;;;
BOL02918;Bolivia;;;
BOL02919;Bolivia;;;
BOL02920;Bolivia;;;
BOL02921;Bolivia;;;
BOL02922;Bolivia;;;
BOL02923;Bolivia;;;
BOL02924;Bolivia;;;
BOL02925;Bolivia;;;
BOL02926;Bolivia;;;
BOL02927;Bolivia;;;
BOL02928;Bolivia;;;
BOL02929;Bolivia;;;
BOL02930;Bolivia;;;
BOL02931;Bolivia;;;
BOL02932;Bolivia;;;
BOL02933;Bolivia;;;
BOL02934;Bolivia;;;
BOL02935;Bolivia;;;
BOL02936;Bolivia;;;
BOL02937;Bolivia;;;
BOL02938;Bolivia;;;
BOL02939;Bolivia;;;
BOL02940;Bolivia;;;
BOL02941;Bolivia;;;
BOL02942;Bolivia;;;
BOL02943;Bolivia;;;
BOL02944;Bolivia;;;
BOL02945;Bolivia;;;
BOL02946;Bolivia;;;
BOL02947;Bolivia;;;
BOL02948;Bolivia;;;
BOL02949;Bolivia;TURISMO DOCENTE;Turismo (Docente);Turismo (Docente)
BOL02950;Bolivia;TRANSPORTE TURÍSTICO;Transporte Turístico;Transporte Turístico
BOL02951;Bolivia;Salud;Salud;Salud
BOL02952;Bolivia;PROFESIONAL INDEPENDIENTE;Profesional Independiente;Profesional Independiente
BOL02953;Bolivia;FINANZAS;Finanzas;Finanzas
BOL02954;Bolivia;FINANCIERA;Financiera;Financiera
BOL02955;Bolivia;ELECTRONICA;Electrónica;Electrónica
BOL02956;Bolivia;EJERCE COMO ABOGADO;Abogado(a) Ejerciente;Abogado(a) Ejerciente
BOL02957;Bolivia;EDUCACION SUPETIOR DOCENCIA;Educación Superior (Docencia);Educación Superior (Docencia)
BOL02958;Bolivia;DOCENCIA Y LABORATORIO;Docencia y Laboratorio;Docencia y Laboratorio
BOL02959;Bolivia;DOCENCIA EN UNIVERSIDAD PRIVADA;Docencia en Universidad Privada;Docencia en Universidad Privada
BOL02960;Bolivia;DIRECTOR ASOCIACION BOLIVIANA DE CULTURA ONG;Director(a) Asociación Boliviana de Cultura (ONG);Director(a) Asociación Boliviana de Cultura (ONG)
BOL02961;Bolivia;CREACION DE JURGOS DIDAVTICOS;Creación de Juegos Didácticos;Creación de Juegos Didácticos
BOL02962;Bolivia;CONSTRUCCION INGENIERÍA CIVIL;Construcción (Ingeniería Civil);Construcción (Ingeniería Civil)
BOL02963;Bolivia;CONSERVACION  Y PROTECCIÓN  DEL BOSQUE;Conservación y Proteción del Bosque;Conservación y Proteción del Bosque
BOL02964;Bolivia;Bancario;Bancario;Bancario
BOL02965;Bolivia;ASESOR ACADEMICO;Asesor(a) Académico(a);Asesor(a) Académico(a)
BOL02966;Bolivia;AREA DE SALUD;Área de Salud;Área de Salud
BOL02967;Bolivia;ALIMENTOS INST PRIVADA;Alimentos (Institución Privada);Alimentos (Institución Privada)
BOL02968;Bolivia;Alimentos;Alimentos;Alimentos
BOL02969;Bolivia;AGROQUIMICA;Agroquímica;Agroquímica
BOL02970;Bolivia;ABOGADO PROFESION LIBRE;Abogado(a) (Profesión Libre);Abogado(a) (Profesión Libre)
BOL02971;Bolivia;;;
BOL02972;Bolivia;;;
BOL02973;Bolivia;;;
BOL02974;Bolivia;;;
BOL02975;Bolivia;;;
BOL02976;Bolivia;;;
BOL02977;Bolivia;;;
BOL02978;Bolivia;;;
BOL02979;Bolivia;;;
BOL02980;Bolivia;;;
BOL02981;Bolivia;;;
BOL02982;Bolivia;;;
BOL02983;Bolivia;;;
BOL02984;Bolivia;;;
BOL02985;Bolivia;;;
BOL02986;Bolivia;;;
BOL02987;Bolivia;;;
BOL02988;Bolivia;;;
BOL02989;Bolivia;;;
BOL02990;Bolivia;;;
BOL02991;Bolivia;;;
BOL02992;Bolivia;;;
BOL02993;Bolivia;;;
BOL02994;Bolivia;;;
BOL02995;Bolivia;;;
BOL02996;Bolivia;;;
BOL02997;Bolivia;;;
BOL02998;Bolivia;;;
BOL02999;Bolivia;;;
BOL03000;Bolivia;;;
BOL03001;Bolivia;;;
BOL03002;Bolivia;;;
BOL03003;Bolivia;;;
BOL03004;Bolivia;;;
BOL03005;Bolivia;;;
BOL03006;Bolivia;;;
BOL03007;Bolivia;;;
BOL03008;Bolivia;;;
BOL03009;Bolivia;;;
BOL03010;Bolivia;;;
BOL03011;Bolivia;;;
BOL03012;Bolivia;;;
BOL03013;Bolivia;;;
BOL03014;Bolivia;;;
BOL03015;Bolivia;;;
BOL03016;Bolivia;;;
BOL03017;Bolivia;;;
BOL03018;Bolivia;;;
BOL03019;Bolivia;;;
BOL03020;Bolivia;;;
BOL03021;Bolivia;;;
BOL03022;Bolivia;;;
BOL03023;Bolivia;;;
BOL03024;Bolivia;;;
BOL03025;Bolivia;;;
BOL03026;Bolivia;;;
BOL03027;Bolivia;;;
BOL03028;Bolivia;;;
BOL03029;Bolivia;;;
BOL03030;Bolivia;;;
BOL03031;Bolivia;;;
BOL03032;Bolivia;;;
BOL03033;Bolivia;;;
BOL03034;Bolivia;;;
BOL03035;Bolivia;;;
BOL03036;Bolivia;;;
BOL03037;Bolivia;;;
BOL03038;Bolivia;;;
BOL03039;Bolivia;;;
BOL03040;Bolivia;;;
BOL03041;Bolivia;;;
BOL03042;Bolivia;;;
BOL03043;Bolivia;;;
BOL03044;Bolivia;;;
BOL03045;Bolivia;;;
BOL03046;Bolivia;;;
BOL03047;Bolivia;;;
BOL03048;Bolivia;;;
BOL03049;Bolivia;;;
BOL03050;Bolivia;;;
BOL03051;Bolivia;;;
BOL03052;Bolivia;;;
BOL03053;Bolivia;;;
BOL03054;Bolivia;;;
BOL03055;Bolivia;;;
BOL03056;Bolivia;;;
BOL03057;Bolivia;;;
BOL03058;Bolivia;;;
BOL03059;Bolivia;;;
BOL03060;Bolivia;;;
BOL03061;Bolivia;;;
BOL03062;Bolivia;;;
BOL03063;Bolivia;;;
BOL03064;Bolivia;;;
BOL03065;Bolivia;sector salud clinica privada;Sector Salud (Clínica Privada);Sector Salud (Clínica Privada)
BOL03066;Bolivia;SECCIONES DE PSIICOMOTRICIDAD;Secciones de Psicomotricidad;Secciones de Psicomotricidad
BOL03067;Bolivia;SALUD;Salud;Salud
BOL03068;Bolivia;salud;Salud;Salud
BOL03069;Bolivia;salud;Salud;Salud
BOL03070;Bolivia;ODONTOLOGA;Odontólogo(a);Odontólogo(a)
BOL03071;Bolivia;ODONDOLOGA;Odontólogo(a);Odontólogo(a)
BOL03072;Bolivia;MEDICINA CONSULTORIO PRIVADO;Medicina (Consultorio Privado);Medicina (Consultorio Privado)
BOL03073;Bolivia;EN UNA EMPRESA;Empleado(a) en Empresa;Empleado(a) en Empresa
BOL03074;Bolivia;DOCENCIA;Docencia;Docencia
BOL03075;Bolivia;COMO OPERATIVO FINANCIERO;Operativo(a) Financiero;Operativo(a) Financiero
BOL03076;Bolivia;ÁREA FINANCIERA;Área Financiera;Área Financiera
BOL03077;Bolivia;ADMINISTRADOR DE EMPRESAS;Administrador(a) de Empresas;Administrador(a) de Empresas
BOL03078;Bolivia;ABOGADA SECTOR PRIVADO;Abogado(a) (Sector Privado);Abogado(a) (Sector Privado)
BOL03079;Bolivia;;;
BOL03080;Bolivia;;;
BOL03081;Bolivia;;;
BOL03082;Bolivia;;;
BOL03083;Bolivia;;;
BOL03084;Bolivia;;;
BOL03085;Bolivia;;;
BOL03086;Bolivia;;;
BOL03087;Bolivia;;;
BOL03088;Bolivia;;;
BOL03089;Bolivia;;;
BOL03090;Bolivia;;;
BOL03091;Bolivia;;;
BOL03092;Bolivia;;;
BOL03093;Bolivia;;;
BOL03094;Bolivia;;;
BOL03095;Bolivia;;;
BOL03096;Bolivia;;;
BOL03097;Bolivia;;;
BOL03098;Bolivia;;;
BOL03099;Bolivia;;;
BOL03100;Bolivia;;;
BOL03101;Bolivia;;;
BOL03102;Bolivia;;;
BOL03103;Bolivia;;;
BOL03104;Bolivia;;;
BOL03105;Bolivia;;;
BOL03106;Bolivia;;;
BOL03107;Bolivia;;;
BOL03108;Bolivia;;;
BOL03109;Bolivia;;;
BOL03110;Bolivia;;;
BOL03111;Bolivia;;;
BOL03112;Bolivia;;;
BOL03113;Bolivia;;;
BOL03114;Bolivia;;;
BOL03115;Bolivia;;;
BOL03116;Bolivia;;;
BOL03117;Bolivia;;;
BOL03118;Bolivia;;;
BOL03119;Bolivia;;;
BOL03120;Bolivia;;;
BOL03121;Bolivia;;;
BOL03122;Bolivia;;;
BOL03123;Bolivia;;;
BOL03124;Bolivia;;;
BOL03125;Bolivia;;;
BOL03126;Bolivia;;;
BOL03127;Bolivia;;;
BOL03128;Bolivia;;;
BOL03129;Bolivia;;;
BOL03130;Bolivia;;;
BOL03131;Bolivia;;;
BOL03132;Bolivia;;;
BOL03133;Bolivia;;;
BOL03134;Bolivia;;;
BOL03135;Bolivia;;;
BOL03136;Bolivia;;;
BOL03137;Bolivia;;;
BOL03138;Bolivia;;;
BOL03139;Bolivia;;;
BOL03140;Bolivia;;;
BOL03141;Bolivia;;;
BOL03142;Bolivia;;;
BOL03143;Bolivia;;;
BOL03144;Bolivia;;;
BOL03145;Bolivia;;;
BOL03146;Bolivia;;;
BOL03147;Bolivia;;;
BOL03148;Bolivia;;;
BOL03149;Bolivia;;;
BOL03150;Bolivia;;;
BOL03151;Bolivia;;;
BOL03152;Bolivia;;;
BOL03153;Bolivia;;;
BOL03154;Bolivia;;;
BOL03155;Bolivia;;;
BOL03156;Bolivia;;;
BOL03157;Bolivia;;;
BOL03158;Bolivia;;;
BOL03159;Bolivia;;;
BOL03160;Bolivia;;;
BOL03161;Bolivia;;;
BOL03162;Bolivia;;;
BOL03163;Bolivia;;;
BOL03164;Bolivia;;;
BOL03165;Bolivia;;;
BOL03166;Bolivia;;;
BOL03167;Bolivia;;;
BOL03168;Bolivia;;;
BOL03169;Bolivia;;;
BOL03170;Bolivia;;;
BOL03171;Bolivia;;;
BOL03172;Bolivia;;;
BOL03173;Bolivia;;;
BOL03174;Bolivia;;;
BOL03175;Bolivia;SUPERVISOR;Supervisor(a);Supervisor(a)
BOL03176;Bolivia;MEDICO NEFROLOGO;Médico Nefrólogo(a);Médico Nefrólogo(a)
BOL03177;Bolivia;MEDICINA DOCTOR;Médico(a);Médico(a)
BOL03178;Bolivia;;;
BOL03179;Bolivia;;;
BOL03180;Bolivia;;;
BOL03181;Bolivia;;;
BOL03182;Bolivia;;;
BOL03183;Bolivia;;;
BOL03184;Bolivia;;;
BOL03185;Bolivia;GERENCIA EN SALUD;Gerencia en Salud;Gerencia en Salud
BOL03186;Bolivia;;;
BOL03187;Bolivia;;;
BOL03188;Bolivia;;;
BOL03189;Bolivia;;;
BRA03190;Brasil;;;
BRA03191;Brasil;;;
BRA03192;Brasil;;;
BRA03193;Brasil;;;
BRA03194;Brasil;Saúde;Saúde;Salud
BRA03195;Brasil;;;
BRA03196;Brasil;;;
BRA03197;Brasil;;;
BRA03198;Brasil;DESIGN;Design;Diseño
BRA03199;Brasil;;;
BRA03200;Brasil;;;
BRA03201;Brasil;comercio;Comércio;Comercio
BRA03202;Brasil;Correspondente Bancário;Correspondente Bancário;Corresponsal Bancario
BRA03203;Brasil;;;
BRA03204;Brasil;;;
BRA03205;Brasil;;;
BRA03206;Brasil;;;
BRA03207;Brasil;;;
BRA03208;Brasil;não;Não Informado;No Informado
BRA03209;Brasil;;;
BRA03210;Brasil;;;
BRA03211;Brasil;;;
BRA03212;Brasil;COMERCIO;Comercio;Comercio
BRA03213;Brasil;;;
BRA03214;Brasil;;;
BRA03215;Brasil;Energias renováveis;Energias Renováveis;Energías Renovables
BRA03216;Brasil;;;
BRA03217;Brasil;Comércio;Comércio;Comercio
BRA03218;Brasil;;;
BRA03219;Brasil;;;
BRA03220;Brasil;setor automotivo;Setor Automotivo;Sector Automotriz
BRA03221;Brasil;;;
BRA03222;Brasil;;;
BRA03223;Brasil;;;
BRA03224;Brasil;;;
BRA03225;Brasil;;;
BRA03226;Brasil;;;
BRA03227;Brasil;;;
BRA03228;Brasil;;;
BRA03229;Brasil;;;
BRA03230;Brasil;;;
BRA03231;Brasil;;;
BRA03232;Brasil;Saude;Saúde;Salud
BRA03233;Brasil;;;
BRA03234;Brasil;;;
BRA03235;Brasil;;;
BRA03236;Brasil;Jurídico;Jurídico;Jurídico
BRA03237;Brasil;;;
BRA03238;Brasil;;;
BRA03239;Brasil;Associação;Associação;Asociación
BRA03240;Brasil;;;
BRA03241;Brasil;;;
BRA03242;Brasil;;;
BRA03243;Brasil;;;
BRA03244;Brasil;;;
BRA03245;Brasil;Comércio;Comércio;Comercio
BRA03246;Brasil;Saude;Saúde;Salud
BRA03247;Brasil;Saúde;Saúde;Salud
BRA03248;Brasil;;;
BRA03249;Brasil;;;
BRA03250;Brasil;;;
BRA03251;Brasil;Gerente financeiro;Gerente Financeiro;Gerente Financiero
BRA03252;Brasil;;;
BRA03253;Brasil;;;
BRA03254;Brasil;;;
BRA03255;Brasil;;;
BRA03256;Brasil;;;
BRA03257;Brasil;;;
BRA03258;Brasil;Serviços Financeiros;Serviços Financeiros;Servicios Financeiros
BRA03259;Brasil;;;
BRA03260;Brasil;;;
BRA03261;Brasil;;;
BRA03262;Brasil;;;
BRA03263;Brasil;;;
BRA03264;Brasil;;;
BRA03265;Brasil;;;
BRA03266;Brasil;;;
BRA03267;Brasil;;;
BRA03268;Brasil;;;
BRA03269;Brasil;Psicologia;Psicologia;Psicología
BRA03270;Brasil;;;
BRA03271;Brasil;;;
BRA03272;Brasil;;;
BRA03273;Brasil;;;
BRA03274;Brasil;;;
BRA03275;Brasil;;;
BRA03276;Brasil;;;
BRA03277;Brasil;;;
BRA03278;Brasil;;;
BRA03279;Brasil;Medicina veterinária;Medicina Veterinária;Medicina Veterinaria
BRA03280;Brasil;;;
BRA03281;Brasil;;;
BRA03282;Brasil;;;
BRA03283;Brasil;;;
BRA03284;Brasil;;;
BRA03285;Brasil;;;
BRA03286;Brasil;;;
BRA03287;Brasil;;;
BRA03288;Brasil;;;
BRA03289;Brasil;Saúde;Saúde;Salud
BRA03290;Brasil;;;
BRA03291;Brasil;;;
BRA03292;Brasil;;;
BRA03293;Brasil;;;
BRA03294;Brasil;;;
BRA03295;Brasil;;;
BRA03296;Brasil;;;
BRA03297;Brasil;;;
BRA03298;Brasil;;;
BRA03299;Brasil;;;
BRA03300;Brasil;;;
BRA03301;Brasil;;;
BRA03302;Brasil;imóveis;Imóveis;Inmuebles
BRA03303;Brasil;;;
BRA03304;Brasil;;;
BRA03305;Brasil;Artes Cênicas e Produção Cultural;Artes Cênicas e Produção Cultural;Artes Escénicas y Producción Cultural
BRA03306;Brasil;;;
BRA03307;Brasil;;;
BRA03308;Brasil;;;
BRA03309;Brasil;;;
BRA03310;Brasil;;;
BRA03311;Brasil;;;
BRA03312;Brasil;Associação de empresas de obras rodoviárias.;Associação de Empresas de Obras Rodoviárias;Asociación de Empresas de Obras Viales
BRA03313;Brasil;;;
BRA03314;Brasil;;;
BRA03315;Brasil;;;
BRA03316;Brasil;Atendimento ao cliente;Atendimento ao Cliente;Atención al Cliente
BRA03317;Brasil;;;
BRA03318;Brasil;;;
BRA03319;Brasil;Direito;Direito;Derecho
BRA03320;Brasil;Mei;Microempreendedor Individual (MEI);Microemprendedor Individual (MEI)
BRA03321;Brasil;;;
BRA03322;Brasil;;;
BRA03323;Brasil;;;
BRA03324;Brasil;;;
BRA03325;Brasil;;;
BRA03326;Brasil;;;
BRA03327;Brasil;Finanças Seguros;Finanças e Seguros;Finanzas y Seguros
BRA03328;Brasil;vendas;Vendas;Ventas
BRA03329;Brasil;;;
BRA03330;Brasil;;;
BRA03331;Brasil;serviços;Serviços;Servicios
BRA03332;Brasil;;;
BRA03333;Brasil;;;
BRA03334;Brasil;;;
BRA03335;Brasil;Saúde;Saúde;Salud
BRA03336;Brasil;;;
BRA03337;Brasil;tecnologia da informatica;Tecnologia da Informação;Tecnologia de la Información
BRA03338;Brasil;;;
BRA03339;Brasil;Autônomo;Autônomo(a);Autónomo(a)
BRA03340;Brasil;;;
BRA03341;Brasil;;;
BRA03342;Brasil;;;
BRA03343;Brasil;;;
BRA03344;Brasil;;;
BRA03345;Brasil;;;
BRA03346;Brasil;;;
BRA03347;Brasil;;;
BRA03348;Brasil;;;
BRA03349;Brasil;arte/ cultura;Arte e Cultura;Arte y Cultura
BRA03350;Brasil;;;
BRA03351;Brasil;;;
BRA03352;Brasil;Saude;Saúde;Salud
BRA03353;Brasil;;;
BRA03354;Brasil;;;
BRA03355;Brasil;;;
BRA03356;Brasil;Advocacia;Advocacia;Abogacía
BRA03357;Brasil;;;
BRA03358;Brasil;;;
BRA03359;Brasil;;;
BRA03360;Brasil;;;
BRA03361;Brasil;;;
BRA03362;Brasil;;;
BRA03363;Brasil;;;
BRA03364;Brasil;;;
BRA03365;Brasil;;;
BRA03366;Brasil;jurídico;Jurídico;Jurídico
BRA03367;Brasil;;;
BRA03368;Brasil;;;
BRA03369;Brasil;;;
BRA03370;Brasil;;;
BRA03371;Brasil;Estágio;Estágio;Pasantía
BRA03372;Brasil;;;
BRA03373;Brasil;Restaurante;Restaurante;Restaurante
BRA03374;Brasil;;;
BRA03375;Brasil;Psicanalista em consultório particular;Psicanalista em Consultório Particular;Psicoanalista en Consultorio Particular
BRA03376;Brasil;;;
BRA03377;Brasil;;;
BRA03378;Brasil;;;
BRA03379;Brasil;Contabilidade;Contabilidade;Contabilidad
BRA03380;Brasil;;;
BRA03381;Brasil;;;
BRA03382;Brasil;;;
BRA03383;Brasil;;;
BRA03384;Brasil;Empresa privada;Empresa Privada;Empresa Privada
BRA03385;Brasil;;;
BRA03386;Brasil;;;
BRA03387;Brasil;;;
BRA03388;Brasil;;;
BRA03389;Brasil;;;
BRA03390;Brasil;saúde;Saúde;Salud
BRA03391;Brasil;;;
BRA03392;Brasil;Direito;Direito;Derecho
BRA03393;Brasil;;;
BRA03394;Brasil;;;
BRA03395;Brasil;;;
BRA03396;Brasil;;;
BRA03397;Brasil;Promotoria de Justiça;Promotoria de Justiça;Fiscalía
BRA03398;Brasil;;;
BRA03399;Brasil;logistica;Logística;Logística
BRA03400;Brasil;Engenharia florestal;Engenharia Florestal;Ingeniería Florestal
BRA03401;Brasil;Designer;Designer;Diseñador(a)
BRA03402;Brasil;;;
BRA03403;Brasil;;;
BRA03404;Brasil;;;
BRA03405;Brasil;Medicina veterinária;Medicina Veterinária;Medicina Veterinaria
BRA03406;Brasil;;;
BRA03407;Brasil;Não estou trabalhando no momento, apenas estudando;Estudante;Estudiante
BRA03408;Brasil;;;
BRA03409;Brasil;Nenhum;Não Informado;No Informado
BRA03410;Brasil;Laboratorial;Setor Laboratorial;Sector de Laboratorio
BRA03411;Brasil;;;
BRA03412;Brasil;Recursos humanos;Recursos Humanos;Recursos Humanos
BRA03413;Brasil;;;
BRA03414;Brasil;;;
BRA03415;Brasil;;;
BRA03416;Brasil;;;
BRA03417;Brasil;Comercio;Comercio;Comercio
BRA03418;Brasil;Não estou trabalhando;Não Trabalho;No Trabajo
BRA03419;Brasil;Não estou trabalhando;Não Trabalho;No Trabajo
BRA03420;Brasil;;;
BRA03421;Brasil;Dança;Dança;Danza
BRA03422;Brasil;;;
BRA03423;Brasil;;;
BRA03424;Brasil;;;
BRA03425;Brasil;ALIMENTOS;Alimentos;Alimentos
BRA03426;Brasil;;;
BRA03427;Brasil;Entretenimento e arte.;Entretenimento e Arte;Entretenimiento y Arte
BRA03428;Brasil;;;
BRA03429;Brasil;Saúde;Saúde;Salud
BRA03430;Brasil;Petróleo e gás;Petróleo e Gás;Petróleo y Gas
BRA03431;Brasil;;;
BRA03432;Brasil;;;
BRA03433;Brasil;;;
BRA03434;Brasil;;;
BRA03435;Brasil;;;
BRA03436;Brasil;;;
BRA03437;Brasil;;;
BRA03438;Brasil;Nenhum;Não Informado;No Informado
BRA03439;Brasil;;;
BRA03440;Brasil;;;
BRA03441;Brasil;;;
BRA03442;Brasil;;;
BRA03443;Brasil;;;
BRA03444;Brasil;Comércio;Comércio;Comercio
BRA03445;Brasil;;;
BRA03446;Brasil;;;
BRA03447;Brasil;;;
BRA03448;Brasil;;;
BRA03449;Brasil;;;
BRA03450;Brasil;;;
